file	Total	Books	OT	NT	DT	GEN	EXO	LEV	NUM	DEU	JOS	JDG	RUT	1SA	2SA	1KI	2KI	1CH	2CH	EZR	NEH	EST	JOB	PSA	PRO	ECC	SNG	ISA	JER	LAM	EZK	DAN	HOS	JOL	AMO	OBA	JON	MIC	NAM	HAB	ZEP	HAG	ZEC	MAL	MAT	MRK	LUK	JHN	ACT	ROM	1CO	2CO	GAL	EPH	PHP	COL	1TH	2TH	1TI	2TI	TIT	PHM	HEB	JAS	1PE	2PE	1JN	2JN	3JN	JUD	REV	TOB	JDT	ESG	WIS	SIR	BAR	LJE	S3Y	SUS	BEL	1MA	2MA	3MA	4MA	1ES	2ES	MAN	PS2	ODA	PSS	EZA	JUB	ENO
acr-acrTNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acu-acuNT.txt	12007	31	4050	7957	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587	915	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adt-adt.txt	13	2	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
adz-adz.txt	3655	5	1581	2074	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	1149	879	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aer-aer.txt	10767	30	2810	7957	0	1533	1192	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aey-aey.txt	9490	28	1533	7957	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agd-agd.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agg-agg.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agm-agm.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	677	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agn-agn.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agr-agr.txt	17061	57	9104	7957	0	1533	630	120	267	419	173	298	85	627	429	470	302	0	0	74	111	0	339	945	225	42	0	581	395	0	206	251	115	73	146	0	48	80	0	56	0	0	9	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agt-agt.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
agu-aguBl.txt	20062	53	12105	7957	0	1533	1213	859	0	0	658	618	85	810	695	0	0	0	0	280	405	167	0	2460	915	0	0	0	0	0	0	357	197	73	146	21	48	105	47	56	53	38	211	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aia-aia.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aii-aii.txt	10417	28	2460	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ake-akeNT.txt	7951	27	0	7951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	674	1151	879	1005	432	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alp-alpNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alq-alqALGNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
als-alsSHQ.txt	31097	66	23142	7955	0	1533	1213	859	1288	959	658	618	85	810	695	816	719	942	822	280	405	167	1070	2460	915	222	117	1291	1364	154	1273	357	197	73	146	21	48	105	47	56	53	38	211	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	14	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aly-aly.txt	8236	18	2301	5935	0	1053	653	0	0	0	0	0	0	438	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067	673	1151	878	1004	432	0	0	149	0	0	95	89	47	113	83	46	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ame-ameNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amf-amf.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amk-amk.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amm-amm.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn-amn-amanab.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amn-amn-n.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1005	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amo-amo.txt	7953	27	0	7953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	676	1151	879	1005	433	437	256	149	155	104	95	89	47	113	83	46	25	302	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amp-amp.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amr-amrNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amu-amuNT.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amx-amx.txt	4225	11	0	4225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	1151	879	1006	0	0	0	0	0	0	0	89	47	113	83	46	25	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anh-anh.txt	678	1	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anv-anvNT.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aoi-aoi.txt	3987	7	1581	2406	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	1151	879	0	0	0	0	0	155	0	0	0	0	113	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aoj-aoj-filifita.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aoj-aoj.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aom-aom.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aon-aon.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apb-apb.txt	7944	27	0	7944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	674	1149	878	1002	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ape-apeB.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ape-apec.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apn-apnNT.txt	7955	27	0	7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	14	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apr-apr.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apu-apuNT.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apw-apwNT.txt	7955	27	0	7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	14	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apy-apyNT.txt	31099	66	23142	7957	0	1533	1213	859	1288	959	658	618	85	810	695	816	719	942	822	280	405	167	1070	2460	915	222	117	1291	1364	154	1273	357	197	73	146	21	48	105	47	56	53	38	211	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
apz-apz.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arb-arb-vd.txt	31098	66	23142	7956	0	1533	1213	859	1288	959	658	618	85	810	695	816	719	942	822	280	405	167	1070	2460	915	222	117	1291	1364	154	1273	357	197	73	146	21	48	105	47	56	53	38	211	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arb-arbnav.txt	31096	66	23141	7955	0	1533	1213	859	1288	959	658	618	85	810	695	816	719	942	822	280	405	167	1070	2460	914	222	117	1291	1364	154	1273	357	197	73	146	21	48	105	47	56	53	38	211	55	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	14	25	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
are-are.txt	7956	27	0	7956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	432	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arl-arlNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arn-arnNT.txt	7957	27	0	7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071	678	1151	879	1006	433	437	256	149	155	104	95	89	47	113	83	46	25	303	108	105	61	105	13	15	25	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arp-arp.txt	1151	1	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
